temperature,loading,fug_CO2,fug_H2O,act_coeff_CO2,Henry_CO2,x_CO2,x_MEA,x_H2O,x_MEAH^+,x_MEACOO^-,x_HCO3^-,a_CO2,a_MEA,a_H2O,a_MEAH^+,a_MEACOO^-,a_HCO3^-,C_CO2,C_MEA,C_H2O,C_MEAH^+,C_MEACOO^-,C_HCO3^-,Pressure,K1,K2
100.0,0.17489655172413793,1.5185047276149786,89.9058041475505,1.0462819112392205,1451.334206682844,2.6563220116481515e-06,0.0743433792124653,0.8863987279873582,0.019627618239082333,0.018268345752527844,0.0013592724865544915,2.779261671214039e-06,0.04471584369295916,0.8867382593098782,0.009992297533232292,0.00930030042237836,0.0008276426394147184,0.11105624264011466,3108.168484205298,37058.8022760744,820.5968719336854,763.7680332541591,56.82883867952631,91.71225563863732,16722.840128719974,75.0450238188545
100.0,0.20927586206896553,2.5099273935884243,90.04720962228673,1.044017542274568,2404.1046169781152,4.400141595904276e-06,0.06709505742624575,0.8859314499925552,0.02348454621980154,0.02165954670655957,0.0018249995132419712,4.593825014616077e-06,0.04016941703787512,0.8881329372810434,0.011593222656448222,0.010692305708473121,0.0010608785703773663,0.1839676091323774,2805.209112087519,37040.32862533736,981.8765431633374,905.5742720202016,76.30227114313571,92.81580715762689,16722.840128719974,75.0450238188545
100.0,0.24365517241379311,4.04062084365324,90.17476989860391,1.0417753274467114,3878.591417169014,7.0988389222656076e-06,0.05996046568651779,0.8853514769641239,0.02734047925942625,0.024937905237811878,0.0024025740216143676,7.395395242734714e-06,0.035736089233501085,0.8893910604739905,0.013158785696449345,0.012002443250133962,0.0013405013605375846,0.2968000990501264,2506.9271679107874,37016.25138062202,1143.0963628184184,1042.645540451706,100.45082236671213,94.44551256003128,16722.840128719974,75.0450238188545
100.0,0.2780344827586207,6.427181270544233,90.28411536651139,1.03956983488523,6182.53921464913,1.131566728609408e-05,0.0529751619152836,0.8846238791939883,0.031194821611720974,0.028068390421260345,0.0031264311904606293,1.1763426372221022e-05,0.03143577982055412,0.8904695315559749,0.01469869151445746,0.013225548049117299,0.001681203809585534,0.4730952905646793,2214.8317890029607,36985.126955972446,1304.2203187298426,1173.50775577749,130.71256295235247,96.91372670007078,16722.840128719974,75.0450238188545
100.0,0.3124137931034483,10.205479729425976,90.36965947071205,1.0374253152997823,9837.315109740653,1.8004865138022205e-05,0.046187791059680045,0.8837010524835542,0.03504657579581391,0.031003256126375004,0.004043319669438899,1.8678702892742745e-05,0.027295654687181998,0.891313250499066,0.016219633373785868,0.014348376020902071,0.0021025748193202157,0.7527314230796578,1930.9781787722923,36944.98935225053,1465.1961384116178,1296.156617959145,169.03952045247254,100.75090901179556,16722.840128719974,75.0450238188545
100.0,0.34679310344827585,16.300238934720078,90.42413746178548,1.0353778839369927,15743.275172866332,2.8814320081864736e-05,0.03966439080493931,0.8825187987361877,0.03889399806939552,0.033678015741810646,0.005215982327584862,2.9833709753444304e-05,0.023352325258127214,0.8918505652968499,0.0177258400631856,0.015348669468735343,0.0026305378585944365,1.2045656561065297,1658.1464632264028,36893.1778645393,1625.9406493007752,1407.8895845240722,218.05106477670236,106.87475321872971,16722.840128719974,75.0450238188545
100.0,0.38117241379310346,26.325823309382255,90.43823474399608,1.0334777374922277,25473.043447711745,4.662234632261581e-05,0.03349223140526304,0.8809930653715108,0.04273404043845172,0.03600814171180742,0.006725898726644299,4.818315699407607e-05,0.019653705685864678,0.8919896063699704,0.019219129666275474,0.016194236199068908,0.003298281181806961,1.9488508548911714,1400.0016934947275,36826.20511464066,1786.31660159565,1505.1687290147756,281.14787258087426,116.89061769030103,16722.840128719974,75.0450238188545
100.0,0.41555172413793107,43.09104869784915,90.40067041041495,1.0317892653676348,41763.42024889706,7.643800578669898e-05,0.02777988612733499,0.8790209259573248,0.046561374952530044,0.037889801228838886,0.008671573723113533,7.886791383682516e-05,0.016258642324484835,0.8916191104705377,0.020698611254300874,0.016843709339297602,0.004145192382701583,3.1948231317232416,1161.095477083877,36739.79139845537,1946.0915576249524,1583.6521659144903,362.43939168631954,133.59641630391422,16722.840128719974,75.0450238188545
100.0,0.4499310344827586,71.35018012942781,90.29934937110258,1.030385340984496,69246.11336304097,0.00012673853775398876,0.022647664656144505,0.87649168074424,0.050366958030930664,0.0392107957538037,0.011156162277126949,0.00013058953143952015,0.013231090056856744,0.8906197840879622,0.0221602604026649,0.017251815048397144,0.005211267519269314,5.296512942793484,946.4654642627884,36629.34426720238,2104.8786724822744,1638.6530165779577,466.22565590431583,161.73473083510066,16722.840128719974,75.0450238188545
100.0,0.4843103448275862,118.68489895017998,90.12417662394027,1.029331929600278,115302.8440459138,0.00021103442696691408,0.01820255070949018,0.8733137775069562,0.05413631867829312,0.03987709181112705,0.014259226867166061,0.00021722447392194264,0.010625765737572197,0.8888920605180545,0.02359675340891868,0.017381490376612428,0.006525107399718406,8.81798972669433,760.5863529607029,36491.0693905137,2262.0645778382004,1666.2484456912534,595.8161321469469,208.87749997587264,16722.840128719974,75.0450238188545
100.0,0.5186896551724138,196.1141409051305,89.8709220292754,1.0286656491926631,190649.06178120093,0.0003489377546381638,0.014502659611085936,0.8694518184545763,0.05784829208984912,0.03984952259358316,0.017998769496265964,0.00035894028190269696,0.008468480407194133,0.886394218019846,0.02499800296929824,0.017220188325910997,0.008088559526150858,14.577747101520464,605.884864276372,36323.52348782396,2416.757032254011,1664.8134366771828,751.9435955768286,286.03959554127164,16722.840128719974,75.0450238188545
100.0,0.5530689655172414,317.90933614696064,89.54374703035809,1.0283773886357879,309136.8398994945,0.0005658014457698405,0.011532668282347875,0.8649508575146178,0.061475336378630153,0.039168131428140796,0.02230720495048935,0.000581857413287142,0.006743329058342111,0.8831673007837405,0.026352491869239845,0.016790113333193572,0.009868113083744683,23.63328864174248,481.714708161186,36128.63386863982,2567.7989687841514,1636.036391422559,931.7625773615921,407.49650670725833,16722.840128719974,75.0450238188545
